time,mag,place
2020-04-07T18:22:00.056Z,2.6,"67km E of Cascade, Idaho"
2020-04-07T18:12:55.481Z,3.2,eastern Montana
2020-04-07T12:52:37.027Z,2.7,"66km ESE of Cascade, Idaho"
2020-04-07T12:33:00.565Z,2.7,"69km E of Cascade, Idaho"
2020-04-07T12:14:53.772Z,2.9,"71km NE of Idaho City, Idaho"
2020-04-07T10:43:13.831Z,2.5,"70km NE of Idaho City, Idaho"
2020-04-07T09:56:38.560Z,2.69,"4km W of Darrington, Washington"
2020-04-07T09:53:45.134Z,2.5,"65km ESE of Cascade, Idaho"
2020-04-07T09:18:31.355Z,3.6,"68km ESE of Cascade, Idaho"
2020-04-07T09:15:34.106Z,4.3,"81km NNE of Santa Rosalia, Mexico"
2020-04-07T09:08:25.595Z,3,"71km ESE of Cascade, Idaho"
2020-04-07T08:57:54.949Z,3.5,"70km W of Challis, Idaho"
2020-04-07T08:57:11.105Z,3,"63km E of Cascade, Idaho"
2020-04-07T08:53:35.817Z,2.5,"74km ESE of Cascade, Idaho"
2020-04-07T08:27:20.170Z,2.68,"15km ENE of Ridgecrest, CA"
2020-04-07T07:26:26.507Z,2.5,"71km NE of Idaho City, Idaho"
2020-04-07T07:08:29.907Z,3.1,"68km ESE of Cascade, Idaho"
2020-04-07T06:48:26.009Z,2.9,"57km ESE of Cascade, Idaho"
2020-04-07T06:26:40.949Z,2.9,"67km ESE of Cascade, Idaho"
2020-04-07T05:40:38.093Z,2.8,"68km NE of Idaho City, Idaho"
2020-04-07T04:23:08.309Z,2.8,"71km ESE of Cascade, Idaho"
2020-04-07T03:02:47.340Z,2.63,"13km W of Quinton, Oklahoma"
2020-04-07T02:57:10.502Z,2.6,"68km E of Cascade, Idaho"
2020-04-07T02:26:28.359Z,2.5,"69km ENE of Idaho City, Idaho"
2020-04-06T23:45:01.895Z,3.1,"72km WSW of Challis, Idaho"
2020-04-06T23:17:23.170Z,2.83,"2km ENE of Aromas, CA"
2020-04-06T22:34:31.225Z,2.7,"66km E of Cascade, Idaho"
2020-04-06T21:26:23.482Z,2.8,"39km NNE of Idaho City, Idaho"
2020-04-06T18:10:02.970Z,3.03,"14km SW of Searles Valley, CA"
2020-04-06T18:07:29.887Z,2.6,"73km ESE of Cascade, Idaho"
2020-04-06T17:04:52.828Z,2.7,"35km W of Springfield, Colorado"
2020-04-06T16:34:06.630Z,2.73,"16km W of Camp Pendleton South, CA"
2020-04-06T15:58:14.840Z,3.51,"6km NNE of North Shore, CA"
2020-04-06T14:46:33.749Z,2.6,"69km ESE of Cascade, Idaho"
2020-04-06T11:55:32.591Z,2.8,"68km WSW of Challis, Idaho"
2020-04-06T11:48:19.564Z,2.8,"74km WSW of Challis, Idaho"
2020-04-06T11:42:43.814Z,3.1,"72km ESE of Cascade, Idaho"
2020-04-06T11:38:01.721Z,2.7,"72km ESE of Cascade, Idaho"
2020-04-06T10:47:28.834Z,2.5,"67km E of Cascade, Idaho"
2020-04-06T09:41:10.467Z,2.5,"69km ESE of Cascade, Idaho"
2020-04-06T06:52:05.345Z,2.5,"74km WSW of Challis, Idaho"
2020-04-06T05:53:45.149Z,2.7,"69km ENE of Idaho City, Idaho"
2020-04-06T05:35:59.424Z,2.5,"69km ENE of Idaho City, Idaho"
2020-04-06T04:22:00.354Z,2.5,"70km E of Cascade, Idaho"
2020-04-06T04:04:10.590Z,2.66,"16km WSW of Toms Place, CA"
2020-04-06T03:55:51.134Z,2.6,"63km E of Cascade, Idaho"
2020-04-06T03:15:51.511Z,2.7,"68km NE of Idaho City, Idaho"
2020-04-06T03:12:25.037Z,2.8,"67km ESE of Cascade, Idaho"
2020-04-06T03:02:26.066Z,2.8,"69km ENE of Idaho City, Idaho"
2020-04-06T02:58:01.598Z,2.6,"58km E of Cascade, Idaho"
2020-04-06T01:52:26.114Z,2.6,"67km E of Cascade, Idaho"
2020-04-05T23:45:52.376Z,2.9,"67km E of Cascade, Idaho"
2020-04-05T23:39:52.710Z,2.52,"5km NE of Magna, Utah"
2020-04-05T23:11:58.930Z,2.6,"16km ESE of Anza, CA"
2020-04-05T23:05:43.276Z,3.2,"67km E of Cascade, Idaho"
2020-04-05T22:37:18.820Z,3.5,"18km ESE of Anza, CA"
2020-04-05T22:34:49.700Z,2.64,"18km ESE of Anza, CA"
2020-04-05T21:54:23.660Z,2.7,"15km ESE of Anza, CA"
2020-04-05T21:31:19.436Z,2.5,"63km WSW of Challis, Idaho"
2020-04-05T21:07:44.910Z,3.49,"15km ESE of Anza, CA"
2020-04-05T20:31:33.242Z,3.5,Wyoming
2020-04-05T19:33:09.547Z,3,"63km NE of Idaho City, Idaho"
2020-04-05T19:20:46.230Z,4.05,"16km WSW of Toms Place, CA"
2020-04-05T18:22:11.878Z,2.7,"68km ESE of Cascade, Idaho"
2020-04-05T18:19:16.157Z,3,"71km ESE of Cascade, Idaho"
2020-04-05T17:49:07.699Z,2.9,"72km WSW of Challis, Idaho"
2020-04-05T17:12:32.551Z,2.5,"70km ESE of Cascade, Idaho"
2020-04-05T16:27:47.340Z,2.62,"15km ESE of Anza, CA"
2020-04-05T15:47:55.928Z,3.1,"74km NE of Idaho City, Idaho"
2020-04-05T14:38:23.139Z,2.5,"73km ESE of Cascade, Idaho"
2020-04-05T14:10:16.024Z,3.5,"74km ESE of Cascade, Idaho"
2020-04-05T13:39:18.727Z,2.5,"69km E of Cascade, Idaho"
2020-04-05T12:54:51.291Z,2.8,"74km WSW of Challis, Idaho"
2020-04-05T11:41:51.693Z,2.8,"67km WSW of Challis, Idaho"
2020-04-05T11:26:57.209Z,3.8,"69km ESE of Cascade, Idaho"
2020-04-05T10:23:43.830Z,2.73,"29km NNW of California City, CA"
2020-04-05T09:27:48.341Z,3.1,"69km E of Cascade, Idaho"
2020-04-05T08:52:43.859Z,2.7,"74km WSW of Challis, Idaho"
2020-04-05T08:39:50.960Z,2.6,"65km E of Cascade, Idaho"
2020-04-05T08:16:50.041Z,2.5,"69km E of Cascade, Idaho"
2020-04-05T08:11:15.379Z,3.2,"68km E of Cascade, Idaho"
2020-04-05T05:55:37.667Z,2.8,"73km WSW of Challis, Idaho"
2020-04-05T05:37:00.378Z,3,"69km ESE of Cascade, Idaho"
2020-04-05T05:21:24.460Z,2.6,"67km ESE of Cascade, Idaho"
2020-04-05T05:16:24.475Z,2.6,"70km ESE of Cascade, Idaho"
2020-04-05T04:53:52.675Z,2.9,"72km WSW of Challis, Idaho"
2020-04-05T04:32:23.039Z,2.6,"13km E of Enid, Oklahoma"
2020-04-05T04:06:39.350Z,2.86,"3km SE of The Geysers, CA"
2020-04-05T03:42:12.703Z,2.7,"67km ESE of Cascade, Idaho"
2020-04-05T02:33:10.673Z,2.6,"74km WSW of Challis, Idaho"
2020-04-05T02:07:40.602Z,3,"66km WSW of Challis, Idaho"
2020-04-05T01:40:34.463Z,2.5,"69km E of Cascade, Idaho"
2020-04-05T01:01:53.986Z,2.7,"69km E of Cascade, Idaho"
2020-04-05T00:56:22.240Z,2.5,"69km ESE of Cascade, Idaho"
2020-04-04T22:03:52.011Z,2.5,"68km E of Cascade, Idaho"
2020-04-04T20:53:19.004Z,2.8,"70km WSW of Challis, Idaho"
2020-04-04T18:37:56.435Z,2.5,"73km W of Challis, Idaho"
2020-04-04T18:01:17.899Z,3.3,"50km NE of Fort Davis, Texas"
2020-04-04T17:53:14.565Z,2.7,"70km ESE of Cascade, Idaho"
2020-04-04T17:45:32.980Z,2.56,"5km ESE of Pinnacles, CA"
2020-04-04T16:29:33.709Z,3.3,"70km E of Cascade, Idaho"
2020-04-04T16:18:45.542Z,2.7,"64km E of Cascade, Idaho"
2020-04-04T15:49:04.870Z,3.2,"64km E of Cascade, Idaho"
2020-04-04T15:41:11.578Z,3.7,"65km E of Cascade, Idaho"
2020-04-04T14:15:45.059Z,2.6,"66km E of Cascade, Idaho"
2020-04-04T13:32:54.469Z,2.5,"64km ESE of Cascade, Idaho"
2020-04-04T11:49:17.950Z,2.81,"16km ESE of Anza, CA"
2020-04-04T08:49:04.570Z,2.65,"5km NE of Magna, Utah"
2020-04-04T07:19:33.812Z,3.1,"64km E of Cascade, Idaho"
2020-04-04T06:15:01.192Z,2.6,"68km E of Cascade, Idaho"
2020-04-04T05:12:35.150Z,3.46,"16km ESE of Anza, CA"
2020-04-04T04:36:08.661Z,3.1,"72km ESE of Cascade, Idaho"
2020-04-04T04:07:22.120Z,3.6,"16km ESE of Anza, CA"
2020-04-04T04:02:05.786Z,2.5,"66km E of Cascade, Idaho"
2020-04-04T03:44:15.129Z,2.5,"13km NE of Alamo, Nevada"
2020-04-04T03:33:08.050Z,3.6,"14km E of Enid, Oklahoma"
2020-04-04T03:17:46.630Z,3.49,"14km SSW of Tehachapi, CA"
2020-04-04T02:59:23.280Z,3.11,"16km ESE of Anza, CA"
2020-04-04T02:57:46.933Z,2.7,"67km ESE of Cascade, Idaho"
2020-04-04T02:26:34.187Z,2.8,"69km E of Cascade, Idaho"
2020-04-04T02:16:24.880Z,2.55,"16km ESE of Anza, CA"
2020-04-04T02:05:00.170Z,3.66,"16km ESE of Anza, CA"
2020-04-04T01:56:57.670Z,2.57,"17km ESE of Anza, CA"
2020-04-04T01:56:54.170Z,2.5,"16km ESE of Anza, CA"
2020-04-04T01:55:35.800Z,3.07,"19km ESE of Anza, CA"
2020-04-04T01:54:22.570Z,3.76,"17km ESE of Anza, CA"
2020-04-04T01:53:18.920Z,4.87,"17km ESE of Anza, CA"
2020-04-04T01:46:10.740Z,3,"69km E of Cascade, Idaho"
2020-04-04T01:41:31.849Z,2.6,"66km E of Cascade, Idaho"
2020-04-04T00:45:34.789Z,2.7,"71km NE of Idaho City, Idaho"
2020-04-03T22:50:01.071Z,2.7,"73km NE of Idaho City, Idaho"
2020-04-03T22:35:29.949Z,3.65,"15km ESE of Enid, Oklahoma"
2020-04-03T21:57:21.350Z,3,"70km ESE of Cascade, Idaho"
2020-04-03T21:34:32.363Z,2.7,"70km E of Cascade, Idaho"
2020-04-03T21:11:40.705Z,2.6,"73km ESE of Cascade, Idaho"
2020-04-03T20:59:01.750Z,2.6,"70km ESE of Cascade, Idaho"
2020-04-03T20:49:32.071Z,2.7,"76km SW of Loving, New Mexico"
2020-04-03T20:21:45.800Z,4,"73km ESE of Cascade, Idaho"
2020-04-03T20:06:23.120Z,3.9,"69km ESE of Cascade, Idaho"
2020-04-03T19:57:27.654Z,2.8,"72km SSW of Loving, New Mexico"
2020-04-03T19:30:19.585Z,2.7,"68km ESE of Cascade, Idaho"
2020-04-03T18:36:08.771Z,3,"71km E of Cascade, Idaho"
2020-04-03T17:04:15.091Z,3.4,Wyoming
2020-04-03T16:10:23.428Z,3.3,"69km WSW of Challis, Idaho"
2020-04-03T15:44:25.992Z,3,"71km E of Cascade, Idaho"
2020-04-03T14:14:56.773Z,2.5,"63km E of Cascade, Idaho"
2020-04-03T13:12:38.111Z,2.6,"71km E of Cascade, Idaho"
2020-04-03T12:48:15.363Z,3.2,"68km ESE of Cascade, Idaho"
2020-04-03T12:44:59.290Z,2.72,"12km NNE of Coso Junction, CA"
2020-04-03T12:15:35.532Z,3.3,"68km ESE of Cascade, Idaho"
2020-04-03T12:14:59.254Z,3.3,"69km E of Cascade, Idaho"
2020-04-03T12:05:24.549Z,2.5,"70km ESE of Cascade, Idaho"
2020-04-03T11:10:45.545Z,2.8,"71km NE of Idaho City, Idaho"
2020-04-03T10:39:07.245Z,2.6,"72km ESE of Cascade, Idaho"
2020-04-03T10:05:46.390Z,2.8,"72km WSW of Challis, Idaho"
2020-04-03T09:24:08.746Z,2.6,"71km W of Challis, Idaho"
2020-04-03T09:19:38.103Z,2.6,"63km E of Cascade, Idaho"
2020-04-03T08:55:25.139Z,2.6,"63km E of Cascade, Idaho"
2020-04-03T08:50:24.135Z,2.9,"63km E of Cascade, Idaho"
2020-04-03T08:32:31.714Z,3.6,"68km E of Cascade, Idaho"
2020-04-03T08:21:57.288Z,2.8,"66km ESE of Cascade, Idaho"
2020-04-03T07:54:48.262Z,3.5,"67km E of Cascade, Idaho"
2020-04-03T07:21:07.238Z,2.7,"66km ESE of Cascade, Idaho"
2020-04-03T07:18:09.582Z,2.7,"71km ESE of Cascade, Idaho"
2020-04-03T07:14:10.385Z,2.7,"63km ESE of Cascade, Idaho"
2020-04-03T07:12:03.931Z,2.6,"68km E of Cascade, Idaho"
2020-04-03T05:34:35.527Z,3.6,"70km E of Cascade, Idaho"
2020-04-03T05:17:31.890Z,2.9,"68km E of Cascade, Idaho"
2020-04-03T04:51:28.555Z,2.7,"74km WSW of Challis, Idaho"
2020-04-03T04:41:48.630Z,3.4,"74km WSW of Challis, Idaho"
2020-04-03T04:22:43.318Z,3,"72km WSW of Challis, Idaho"
2020-04-03T04:08:12.903Z,2.5,"72km WSW of Challis, Idaho"
2020-04-03T04:00:52.684Z,3.2,"71km NE of Idaho City, Idaho"
2020-04-03T03:32:15.198Z,2.6,"70km ESE of Cascade, Idaho"
2020-04-03T02:26:07.394Z,3,"66km E of Cascade, Idaho"
2020-04-03T01:58:40.463Z,2.8,"62km E of Cascade, Idaho"
2020-04-03T01:54:32.062Z,2.8,"70km ESE of Cascade, Idaho"
2020-04-03T01:48:40.462Z,3,"74km NE of Idaho City, Idaho"
2020-04-03T01:45:39.488Z,3.2,"72km NE of Idaho City, Idaho"
2020-04-03T01:35:27.247Z,2.5,"71km E of Cascade, Idaho"
2020-04-03T00:38:31.680Z,2.66,"7km NW of The Geysers, CA"
2020-04-03T00:17:11.689Z,2.7,"68km E of Cascade, Idaho"
2020-04-02T23:46:32.445Z,3,"71km ESE of Cascade, Idaho"
2020-04-02T23:16:19.828Z,3,"71km WSW of Challis, Idaho"
2020-04-02T22:47:53.412Z,2.5,"72km ESE of Cascade, Idaho"
2020-04-02T22:39:53.339Z,3.2,"68km E of Cascade, Idaho"
2020-04-02T22:28:07.578Z,2.5,"68km ESE of Cascade, Idaho"
2020-04-02T22:05:01.816Z,2.6,"72km NE of Idaho City, Idaho"
2020-04-02T21:45:23.410Z,3.2,"68km E of Cascade, Idaho"
2020-04-02T21:41:37.032Z,2.6,"72km E of Cascade, Idaho"
2020-04-02T21:24:19.086Z,2.8,"70km E of Cascade, Idaho"
2020-04-02T21:06:25.666Z,2.5,"69km W of Challis, Idaho"
2020-04-02T21:02:36.571Z,2.5,"71km ESE of Cascade, Idaho"
2020-04-02T20:45:01.171Z,3.8,"72km ESE of Cascade, Idaho"
2020-04-02T20:17:53.356Z,3.1,"72km ESE of Cascade, Idaho"
2020-04-02T19:59:27.349Z,2.6,"65km E of Cascade, Idaho"
2020-04-02T19:50:36.757Z,2.5,"74km WSW of Challis, Idaho"
2020-04-02T18:56:00.929Z,3.1,"62km E of Cascade, Idaho"
2020-04-02T18:25:36.113Z,2.8,"71km ESE of Cascade, Idaho"
2020-04-02T18:24:08.604Z,2.6,"72km WSW of Challis, Idaho"
2020-04-02T18:16:55.042Z,2.7,"73km ESE of Cascade, Idaho"
2020-04-02T17:55:21.936Z,2.6,"73km WSW of Challis, Idaho"
2020-04-02T17:24:28.125Z,3.1,Minnesota
2020-04-02T15:19:37.922Z,2.5,"70km ESE of Cascade, Idaho"
2020-04-02T15:04:22.383Z,2.8,"68km ESE of Cascade, Idaho"
2020-04-02T14:26:02.454Z,2.7,"69km E of Cascade, Idaho"
2020-04-02T14:19:44.775Z,3.3,"69km ESE of Cascade, Idaho"
2020-04-02T14:07:40.715Z,2.6,"70km WSW of Challis, Idaho"
2020-04-02T13:57:33.726Z,2.8,"73km ESE of Cascade, Idaho"
2020-04-02T13:54:25.692Z,3.1,"69km ESE of Cascade, Idaho"
2020-04-02T13:51:55.170Z,2.9,"74km WSW of Challis, Idaho"
2020-04-02T13:32:56.025Z,2.6,"7km S of Pecos, Texas"
2020-04-02T13:24:39.540Z,2.65,"10km WNW of Alberto Oviedo Mota, B.C., MX"
2020-04-02T13:22:37.079Z,2.5,"67km W of Challis, Idaho"
2020-04-02T13:09:36.782Z,3.2,"67km E of Cascade, Idaho"
2020-04-02T12:55:55.679Z,2.8,"73km WSW of Challis, Idaho"
2020-04-02T12:39:08.040Z,2.9,"65km ESE of Cascade, Idaho"
2020-04-02T12:22:42.178Z,3.1,"69km ESE of Cascade, Idaho"
2020-04-02T11:20:15.242Z,2.6,"44km E of Cascade, Idaho"
2020-04-02T11:12:54.470Z,3.1,"68km ESE of Cascade, Idaho"
2020-04-02T11:10:46.047Z,2.5,"68km NE of Idaho City, Idaho"
2020-04-02T11:01:17.233Z,3.3,"71km WSW of Challis, Idaho"
2020-04-02T10:58:41.822Z,2.5,"69km ESE of Cascade, Idaho"
2020-04-02T10:35:06.416Z,3.1,"63km E of Cascade, Idaho"
2020-04-02T10:28:26.030Z,2.62,"5km NNE of Geronimo, Oklahoma"
2020-04-02T09:58:09.903Z,2.7,"73km ESE of Cascade, Idaho"
2020-04-02T09:52:56.057Z,2.7,"67km ESE of Cascade, Idaho"
2020-04-02T08:13:12.211Z,2.5,"69km ESE of Cascade, Idaho"
2020-04-02T08:01:29.863Z,2.5,"74km WSW of Challis, Idaho"
2020-04-02T07:32:42.710Z,2.9,"67km ESE of Cascade, Idaho"
2020-04-02T07:25:23.028Z,3,"61km E of Cascade, Idaho"
2020-04-02T06:50:05.439Z,2.6,"74km WSW of Challis, Idaho"
2020-04-02T06:14:35.130Z,3.02,"41km WSW of Ferndale, CA"
2020-04-02T05:54:19.149Z,3.1,"72km WSW of Challis, Idaho"
2020-04-02T05:34:35.867Z,2.9,"75km WSW of Challis, Idaho"
2020-04-02T05:28:07.535Z,3.4,"71km E of Cascade, Idaho"
2020-04-02T04:57:10.056Z,2.6,"73km ESE of Cascade, Idaho"
2020-04-02T04:50:46.386Z,2.7,"60km WSW of Challis, Idaho"
2020-04-02T04:46:25.327Z,2.6,"71km WSW of Challis, Idaho"
2020-04-02T04:21:39.744Z,3.1,"71km ESE of Cascade, Idaho"
2020-04-02T04:02:17.448Z,2.9,"65km E of Cascade, Idaho"
2020-04-02T04:01:53.140Z,2.59,"20km WNW of Searles Valley, CA"
2020-04-02T03:18:07.313Z,2.5,"66km E of Cascade, Idaho"
2020-04-02T02:59:17.464Z,2.5,"73km WSW of Challis, Idaho"
2020-04-02T02:34:04.136Z,2.8,"71km ESE of Cascade, Idaho"
2020-04-02T02:23:03.817Z,2.9,"69km ESE of Cascade, Idaho"
2020-04-02T01:56:55.068Z,2.5,"65km NE of Idaho City, Idaho"
2020-04-02T01:12:31.941Z,2.6,"14km NW of Fairfield, Idaho"
2020-04-02T01:06:12.475Z,2.8,"73km NE of Idaho City, Idaho"
2020-04-02T01:00:18.096Z,2.6,"71km WSW of Challis, Idaho"
2020-04-02T00:56:05.805Z,2.6,"66km E of Cascade, Idaho"
2020-04-01T23:56:38.996Z,2.8,"69km E of Cascade, Idaho"
2020-04-01T23:38:06.707Z,4.3,"131km SSE of San Felipe, Mexico"
2020-04-01T22:45:05.462Z,2.6,"64km E of Cascade, Idaho"
2020-04-01T22:29:04.024Z,2.5,"70km ESE of Cascade, Idaho"
2020-04-01T22:09:59.758Z,2.6,"67km E of Cascade, Idaho"
2020-04-01T21:54:37.960Z,2.6,"72km WSW of Challis, Idaho"
2020-04-01T21:14:11.547Z,2.6,"68km ESE of Cascade, Idaho"
2020-04-01T21:03:19.765Z,3.7,"68km E of Cascade, Idaho"
2020-04-01T20:49:12.526Z,3.5,"71km ESE of Cascade, Idaho"
2020-04-01T20:45:02.316Z,2.5,"67km ESE of Cascade, Idaho"
2020-04-01T19:55:47.761Z,3.1,"73km ESE of Cascade, Idaho"
2020-04-01T19:40:18.779Z,3.5,"69km E of Cascade, Idaho"
2020-04-01T19:38:22.998Z,2.9,"73km WSW of Challis, Idaho"
2020-04-01T18:56:20.157Z,2.8,"63km E of Cascade, Idaho"
2020-04-01T18:40:38.159Z,3.05,"2km ENE of Quinton, Oklahoma"
2020-04-01T18:38:57.906Z,2.7,"74km WSW of Challis, Idaho"
2020-04-01T18:04:21.791Z,2.7,"69km E of Cascade, Idaho"
2020-04-01T17:51:05.750Z,3.1,"64km E of Cascade, Idaho"
2020-04-01T17:43:38.614Z,2.6,"71km ESE of Cascade, Idaho"
2020-04-01T17:40:31.656Z,2.5,"65km E of Cascade, Idaho"
2020-04-01T17:17:40.821Z,2.6,"70km ESE of Cascade, Idaho"
2020-04-01T16:58:14.150Z,2.7,"67km ESE of Cascade, Idaho"
2020-04-01T16:47:39.468Z,2.9,"12km E of Saint-Bruno-de-Guigues, Canada"
2020-04-01T16:11:37.691Z,2.9,"68km ESE of Cascade, Idaho"
2020-04-01T16:08:48.012Z,2.9,"68km ESE of Cascade, Idaho"
2020-04-01T16:01:40.748Z,3.4,"75km WSW of Challis, Idaho"
2020-04-01T15:44:24.440Z,2.57,"12km S of Molalla, Oregon"
2020-04-01T15:35:16.427Z,3,"70km ESE of Cascade, Idaho"
2020-04-01T15:21:04.872Z,2.8,"61km E of Cascade, Idaho"
2020-04-01T14:58:10.366Z,2.7,"66km E of Cascade, Idaho"
2020-04-01T14:47:28.764Z,2.6,"70km ESE of Cascade, Idaho"
2020-04-01T14:29:23.340Z,2.9,"73km SSW of Loving, New Mexico"
2020-04-01T13:54:31.808Z,2.9,"69km E of Cascade, Idaho"
2020-04-01T13:30:08.294Z,3.9,"67km ESE of Cascade, Idaho"
2020-04-01T13:28:26.527Z,3.2,"67km ESE of Cascade, Idaho"
2020-04-01T13:15:28.681Z,2.5,"74km ESE of Cascade, Idaho"
2020-04-01T12:46:21.640Z,2.7,"72km WSW of Challis, Idaho"
2020-04-01T12:40:11.248Z,3,"64km E of Cascade, Idaho"
2020-04-01T12:35:47.133Z,3,"68km ESE of Cascade, Idaho"
2020-04-01T12:30:27.470Z,2.9,"69km WSW of Challis, Idaho"
2020-04-01T12:26:06.659Z,2.8,"68km E of Cascade, Idaho"
2020-04-01T12:17:50.929Z,3,"68km ESE of Cascade, Idaho"
2020-04-01T12:05:51.478Z,2.9,"73km WSW of Challis, Idaho"
2020-04-01T11:38:52.254Z,2.8,"71km E of Cascade, Idaho"
2020-04-01T11:24:08.497Z,2.5,"71km E of Cascade, Idaho"
2020-04-01T11:08:17.991Z,2.7,"74km WSW of Challis, Idaho"
2020-04-01T10:57:37.148Z,3.6,"72km NE of Idaho City, Idaho"
2020-04-01T10:52:17.124Z,2.8,"71km ESE of Cascade, Idaho"
2020-04-01T10:39:30.089Z,3,"69km ESE of Cascade, Idaho"
2020-04-01T10:33:40.468Z,3.2,"69km ESE of Cascade, Idaho"
2020-04-01T10:11:48.344Z,3,"70km WSW of Challis, Idaho"
2020-04-01T09:54:04.363Z,2.6,"72km WSW of Challis, Idaho"
2020-04-01T09:49:32.104Z,3.1,"73km WSW of Challis, Idaho"
2020-04-01T08:48:03.129Z,3.3,"74km WSW of Challis, Idaho"
2020-04-01T08:35:06.254Z,3,"61km E of Cascade, Idaho"
2020-04-01T08:20:43.017Z,2.9,"64km E of Cascade, Idaho"
2020-04-01T08:15:39.949Z,2.8,"58km WSW of Challis, Idaho"
2020-04-01T08:09:43.427Z,2.9,"70km NE of Idaho City, Idaho"
2020-04-01T08:08:04.573Z,2.6,"65km NE of Idaho City, Idaho"
2020-04-01T08:04:45.261Z,2.7,"56km ESE of Cascade, Idaho"
2020-04-01T07:49:09.507Z,2.9,"63km E of Cascade, Idaho"
2020-04-01T07:47:34.597Z,2.7,"75km WSW of Challis, Idaho"
2020-04-01T07:42:25.473Z,3.2,"69km ESE of Cascade, Idaho"
2020-04-01T07:25:58.421Z,2.6,"73km WSW of Challis, Idaho"
2020-04-01T07:19:40.303Z,2.7,"64km NE of Idaho City, Idaho"
2020-04-01T07:15:04.806Z,2.7,"73km WSW of Challis, Idaho"
2020-04-01T07:09:53.964Z,3.1,"66km E of Cascade, Idaho"
2020-04-01T06:54:26.464Z,2.7,"66km E of Cascade, Idaho"
2020-04-01T06:50:31.124Z,2.6,"73km ESE of Cascade, Idaho"
2020-04-01T06:34:56.872Z,2.9,"63km E of Cascade, Idaho"
2020-04-01T06:31:56.729Z,3.3,"67km E of Cascade, Idaho"
2020-04-01T06:12:38.033Z,2.8,"72km ESE of Cascade, Idaho"
2020-04-01T06:09:38.982Z,2.7,"67km ESE of Cascade, Idaho"
2020-04-01T06:06:13.561Z,3,"71km ESE of Cascade, Idaho"
2020-04-01T05:50:54.030Z,3.6,"67km ESE of Cascade, Idaho"
2020-04-01T05:49:51.844Z,2.6,"71km ESE of Cascade, Idaho"
2020-04-01T05:40:00.062Z,2.7,"70km NE of Idaho City, Idaho"
2020-04-01T05:17:29.821Z,3.5,"59km ENE of Cascade, Idaho"
2020-04-01T05:15:31.284Z,3.2,"67km ESE of Cascade, Idaho"
2020-04-01T05:07:21.751Z,3.8,"72km W of Challis, Idaho"
2020-04-01T04:58:26.748Z,2.6,"70km WSW of Challis, Idaho"
2020-04-01T04:08:55.154Z,3.4,"71km ESE of Cascade, Idaho"
2020-04-01T04:07:52.670Z,3.3,"64km E of Cascade, Idaho"
2020-04-01T03:49:26.020Z,3.1,"68km WSW of Challis, Idaho"
2020-04-01T03:37:48.115Z,3.4,"69km E of Cascade, Idaho"
2020-04-01T03:31:02.958Z,3.1,"70km ESE of Cascade, Idaho"
2020-04-01T03:21:09.698Z,3.6,"73km WSW of Challis, Idaho"
2020-04-01T03:10:05.606Z,2.6,"69km E of Cascade, Idaho"
2020-04-01T03:06:28.614Z,2.5,"74km WSW of Challis, Idaho"
2020-04-01T03:03:04.852Z,2.7,"71km ESE of Cascade, Idaho"
2020-04-01T02:56:41.941Z,3.3,"72km ESE of Cascade, Idaho"
2020-04-01T02:50:09.318Z,3.3,"71km ESE of Cascade, Idaho"
2020-04-01T02:44:49.546Z,3.3,"70km ESE of Cascade, Idaho"
2020-04-01T02:33:59.638Z,2.6,"70km E of Cascade, Idaho"
2020-04-01T02:23:26.699Z,4,"73km WSW of Challis, Idaho"
2020-04-01T02:21:58.160Z,3.6,"73km ESE of Cascade, Idaho"
2020-04-01T02:09:04.810Z,4.4,"72km ESE of Cascade, Idaho"
2020-04-01T02:08:20.873Z,3.1,"67km E of Cascade, Idaho"
2020-04-01T02:05:15.116Z,3.3,"70km ESE of Cascade, Idaho"
2020-04-01T02:03:36.502Z,2.9,"68km ESE of Cascade, Idaho"
2020-04-01T01:51:10.767Z,3.1,"70km E of Cascade, Idaho"
2020-04-01T01:47:17.969Z,3.4,"71km WSW of Challis, Idaho"
2020-04-01T01:44:17.899Z,3.3,"67km ESE of Cascade, Idaho"
2020-04-01T01:27:40.296Z,3.1,"66km ESE of Cascade, Idaho"
2020-04-01T01:23:28.623Z,3.2,"67km E of Cascade, Idaho"
2020-04-01T01:13:33.281Z,3.3,"73km ESE of Cascade, Idaho"
2020-04-01T01:10:12.903Z,3.2,"73km ESE of Cascade, Idaho"
2020-04-01T01:03:02.349Z,3.5,"72km ESE of Cascade, Idaho"
2020-04-01T01:01:11.280Z,3.1,"70km E of Cascade, Idaho"
2020-04-01T00:49:50.871Z,3.4,"66km E of Cascade, Idaho"
2020-04-01T00:27:41.034Z,4.8,"72km ESE of Cascade, Idaho"
2020-04-01T00:04:17.748Z,2.7,"32km SSE of Caliente, Nevada"
2020-04-01T00:01:45.815Z,3.6,"70km ESE of Cascade, Idaho"
2020-03-31T23:52:30.781Z,6.5,"70km W of Challis, Idaho"
2020-03-31T23:18:39.580Z,2.51,"24km WSW of Cheney, Washington"
2020-03-31T15:46:29.510Z,2.59,"7km WSW of Stroud, Oklahoma"
2020-03-31T15:36:45.240Z,3.06,"9km NNW of West Yellowstone, Montana"
2020-03-31T13:53:48.240Z,2.69,"8km WNW of Holtville, CA"
